date,open,high,low,close,volume,key,ticker,market,label
2024-06-03,1382.0999755859375,1382.1099853515625,1369.969970703125,1382.0999755859375,0,FX,KRW=X,US,원달러 환율
2024-06-04,1370.7900390625,1378.43994140625,1368.510009765625,1370.7900390625,0,FX,KRW=X,US,원달러 환율
2024-06-05,1373.719970703125,1376.050048828125,1367.449951171875,1373.719970703125,0,FX,KRW=X,US,원달러 환율
2024-06-06,1368.739990234375,1369.010009765625,1355.4000244140625,1368.739990234375,0,FX,KRW=X,US,원달러 환율
2024-06-07,1365.25,1378.5999755859375,1354.3399658203125,1365.25,0,FX,KRW=X,US,원달러 환율
2024-06-10,1379.050048828125,1381.3699951171875,1373.6400146484375,1379.050048828125,0,FX,KRW=X,US,원달러 환율
2024-06-11,1373.9599609375,1380.72998046875,1373.8699951171875,1373.9599609375,0,FX,KRW=X,US,원달러 환율
2024-06-12,1377.3599853515625,1380.1700439453125,1364.0799560546875,1377.3599853515625,0,FX,KRW=X,US,원달러 환율
2024-06-13,1370.4100341796875,1377.0899658203125,1366.260009765625,1370.4100341796875,0,FX,KRW=X,US,원달러 환율
2024-06-14,1373.739990234375,1386.8599853515625,1374.6700439453125,1373.739990234375,0,FX,KRW=X,US,원달러 환율
2024-06-17,1382.280029296875,1383.0799560546875,1377.3499755859375,1382.280029296875,0,FX,KRW=X,US,원달러 환율
2024-06-18,1379.06005859375,1385.25,1377.97998046875,1379.06005859375,0,FX,KRW=X,US,원달러 환율
2024-06-19,1378.6099853515625,1382.6300048828125,1377.6300048828125,1378.6099853515625,0,FX,KRW=X,US,원달러 환율
2024-06-20,1381.1500244140625,1391.0799560546875,1381.1500244140625,1381.1500244140625,0,FX,KRW=X,US,원달러 환율
2024-06-21,1391.8199462890625,1392.4300537109375,1385.75,1391.8199462890625,0,FX,KRW=X,US,원달러 환율
2024-06-24,1388.3900146484375,1391.06005859375,1383.9599609375,1388.3900146484375,0,FX,KRW=X,US,원달러 환율
2024-06-25,1386.1099853515625,1391.93994140625,1383.760009765625,1386.1099853515625,0,FX,KRW=X,US,원달러 환율
2024-06-26,1390.8900146484375,1394.510009765625,1387.760009765625,1390.8900146484375,0,FX,KRW=X,US,원달러 환율
2024-06-27,1393.3800048828125,1394.2099609375,1383.1300048828125,1393.3800048828125,0,FX,KRW=X,US,원달러 환율
2024-06-28,1386.949951171875,1388.27001953125,1370.8499755859375,1386.949951171875,0,FX,KRW=X,US,원달러 환율
2024-07-01,1380.2900390625,1384.6800537109375,1376.8299560546875,1380.2900390625,0,FX,KRW=X,US,원달러 환율
2024-07-02,1383.4200439453125,1390.219970703125,1382.6199951171875,1383.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-07-03,1383.4200439453125,1391.8699951171875,1381.3299560546875,1383.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-07-04,1385.77001953125,1386.7099609375,1378.530029296875,1385.77001953125,0,FX,KRW=X,US,원달러 환율
2024-07-05,1380.25,1383.3699951171875,1371.510009765625,1380.25,0,FX,KRW=X,US,원달러 환율
2024-07-08,1376.5699462890625,1384.9100341796875,1376.2099609375,1376.5699462890625,0,FX,KRW=X,US,원달러 환율
2024-07-09,1382.75,1385.9100341796875,1380.4200439453125,1382.75,0,FX,KRW=X,US,원달러 환율
2024-07-10,1382.4200439453125,1387.760009765625,1382.4200439453125,1382.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-07-11,1382.989990234375,1382.989990234375,1361.6199951171875,1382.989990234375,0,FX,KRW=X,US,원달러 환율
2024-07-12,1371.27001953125,1379.449951171875,1368.77001953125,1371.27001953125,0,FX,KRW=X,US,원달러 환율
2024-07-15,1374.1099853515625,1383.6700439453125,1374.010009765625,1374.1099853515625,0,FX,KRW=X,US,원달러 환율
2024-07-16,1383.68994140625,1387.1400146484375,1381.050048828125,1383.68994140625,0,FX,KRW=X,US,원달러 환율
2024-07-17,1382.6400146484375,1384.0899658203125,1375.0799560546875,1382.6400146484375,0,FX,KRW=X,US,원달러 환율
2024-07-18,1378.6500244140625,1383.8599853515625,1374.969970703125,1378.6500244140625,0,FX,KRW=X,US,원달러 환율
2024-07-19,1385.239990234375,1389.6400146484375,1383.97998046875,1385.239990234375,0,FX,KRW=X,US,원달러 환율
2024-07-22,1388.81005859375,1389.989990234375,1386.0,1388.81005859375,0,FX,KRW=X,US,원달러 환율
2024-07-23,1387.0999755859375,1387.5799560546875,1381.6600341796875,1387.0999755859375,0,FX,KRW=X,US,원달러 환율
2024-07-24,1384.5699462890625,1387.4599609375,1377.8699951171875,1384.5699462890625,0,FX,KRW=X,US,원달러 환율
2024-07-25,1382.6500244140625,1388.06005859375,1376.5999755859375,1382.6500244140625,0,FX,KRW=X,US,원달러 환율
2024-07-26,1381.4300537109375,1387.0400390625,1382.2900390625,1381.4300537109375,0,FX,KRW=X,US,원달러 환율
2024-07-29,1382.0899658203125,1385.1099853515625,1379.260009765625,1382.0899658203125,0,FX,KRW=X,US,원달러 환율
2024-07-30,1381.3599853515625,1386.1700439453125,1382.050048828125,1381.3599853515625,0,FX,KRW=X,US,원달러 환율
2024-07-31,1383.5,1384.199951171875,1368.3900146484375,1383.5,0,FX,KRW=X,US,원달러 환율
2024-08-01,1367.9200439453125,1369.3699951171875,1360.8599853515625,1367.9200439453125,0,FX,KRW=X,US,원달러 환율
2024-08-02,1368.969970703125,1376.969970703125,1350.989990234375,1368.969970703125,0,FX,KRW=X,US,원달러 환율
2024-08-05,1357.1700439453125,1374.3299560546875,1353.97998046875,1357.1700439453125,0,FX,KRW=X,US,원달러 환율
2024-08-06,1367.4000244140625,1379.6600341796875,1364.0799560546875,1367.4000244140625,0,FX,KRW=X,US,원달러 환율
2024-08-07,1370.31005859375,1378.949951171875,1372.1800537109375,1370.31005859375,0,FX,KRW=X,US,원달러 환율
2024-08-08,1375.3299560546875,1379.530029296875,1372.1300048828125,1375.3299560546875,0,FX,KRW=X,US,원달러 환율
2024-08-09,1373.760009765625,1377.06005859375,1360.6500244140625,1373.760009765625,0,FX,KRW=X,US,원달러 환율
2024-08-12,1363.8399658203125,1372.0899658203125,1362.97998046875,1363.8399658203125,0,FX,KRW=X,US,원달러 환율
2024-08-13,1369.5400390625,1372.18994140625,1360.0999755859375,1369.5400390625,0,FX,KRW=X,US,원달러 환율
2024-08-14,1362.1700439453125,1364.31005859375,1334.56005859375,1362.1700439453125,0,FX,KRW=X,US,원달러 환율
2024-08-15,1355.7099609375,1366.1400146484375,1341.449951171875,1355.7099609375,0,FX,KRW=X,US,원달러 환율
2024-08-16,1363.510009765625,1363.8800048828125,1353.5400390625,1363.510009765625,0,FX,KRW=X,US,원달러 환율
2024-08-19,1348.97998046875,1349.510009765625,1330.0899658203125,1348.97998046875,0,FX,KRW=X,US,원달러 환율
2024-08-20,1330.8800048828125,1335.6199951171875,1313.4100341796875,1330.8800048828125,0,FX,KRW=X,US,원달러 환율
2024-08-21,1327.5799560546875,1339.6400146484375,1324.4000244140625,1327.5799560546875,0,FX,KRW=X,US,원달러 환율
2024-08-22,1333.6600341796875,1343.699951171875,1330.27001953125,1333.6600341796875,0,FX,KRW=X,US,원달러 환율
2024-08-23,1339.5400390625,1342.5999755859375,1323.27001953125,1339.5400390625,0,FX,KRW=X,US,원달러 환율
2024-08-26,1323.8800048828125,1328.699951171875,1317.0999755859375,1323.8800048828125,0,FX,KRW=X,US,원달러 환율
2024-08-27,1326.6400146484375,1334.8499755859375,1326.6400146484375,1326.6400146484375,0,FX,KRW=X,US,원달러 환율
2024-08-28,1326.3599853515625,1339.47998046875,1326.3599853515625,1326.3599853515625,0,FX,KRW=X,US,원달러 환율
2024-08-29,1336.68994140625,1338.1600341796875,1326.7099609375,1336.68994140625,0,FX,KRW=X,US,원달러 환율
2024-08-30,1332.8800048828125,1336.1300048828125,1316.68994140625,1332.8800048828125,0,FX,KRW=X,US,원달러 환율
2024-09-02,1336.5799560546875,1341.1400146484375,1335.52001953125,1336.5799560546875,0,FX,KRW=X,US,원달러 환율
2024-09-03,1337.550048828125,1344.1800537109375,1336.81005859375,1337.550048828125,0,FX,KRW=X,US,원달러 환율
2024-09-04,1340.4100341796875,1343.7099609375,1332.52001953125,1340.4100341796875,0,FX,KRW=X,US,원달러 환율
2024-09-05,1331.010009765625,1337.9000244140625,1331.1500244140625,1331.010009765625,0,FX,KRW=X,US,원달러 환율
2024-09-06,1332.7900390625,1336.219970703125,1322.9100341796875,1332.7900390625,0,FX,KRW=X,US,원달러 환율
2024-09-09,1337.77001953125,1347.5999755859375,1336.8499755859375,1337.77001953125,0,FX,KRW=X,US,원달러 환율
2024-09-10,1341.27001953125,1345.469970703125,1339.8199462890625,1341.27001953125,0,FX,KRW=X,US,원달러 환율
2024-09-11,1343.3399658203125,1344.5699462890625,1335.449951171875,1343.3399658203125,0,FX,KRW=X,US,원달러 환율
2024-09-12,1339.1800537109375,1342.550048828125,1337.2900390625,1339.1800537109375,0,FX,KRW=X,US,원달러 환율
2024-09-13,1335.68994140625,1336.300048828125,1324.0899658203125,1335.68994140625,0,FX,KRW=X,US,원달러 환율
2024-09-16,1329.510009765625,1329.6099853515625,1315.3399658203125,1329.510009765625,0,FX,KRW=X,US,원달러 환율
2024-09-17,1319.1099853515625,1324.8800048828125,1313.9300537109375,1319.1099853515625,0,FX,KRW=X,US,원달러 환율
2024-09-18,1322.9300537109375,1327.27001953125,1320.27001953125,1322.9300537109375,0,FX,KRW=X,US,원달러 환율
2024-09-19,1322.260009765625,1335.949951171875,1321.3900146484375,1322.260009765625,0,FX,KRW=X,US,원달러 환율
2024-09-20,1327.6099853515625,1337.22998046875,1327.0,1327.6099853515625,0,FX,KRW=X,US,원달러 환율
2024-09-23,1331.5,1339.6600341796875,1331.489990234375,1331.5,0,FX,KRW=X,US,원달러 환율
2024-09-24,1333.6199951171875,1336.6099853515625,1328.9599609375,1333.6199951171875,0,FX,KRW=X,US,원달러 환율
2024-09-25,1324.8900146484375,1335.8399658203125,1323.5,1324.8900146484375,0,FX,KRW=X,US,원달러 환율
2024-09-26,1335.050048828125,1335.5699462890625,1313.1500244140625,1335.050048828125,0,FX,KRW=X,US,원달러 환율
2024-09-27,1313.300048828125,1322.219970703125,1305.8699951171875,1313.300048828125,0,FX,KRW=X,US,원달러 환율
2024-09-30,1309.300048828125,1315.0999755859375,1302.800048828125,1309.300048828125,0,FX,KRW=X,US,원달러 환율
2024-10-01,1315.3299560546875,1326.530029296875,1314.239990234375,1315.3299560546875,0,FX,KRW=X,US,원달러 환율
2024-10-02,1324.8399658203125,1325.449951171875,1317.18994140625,1324.8399658203125,0,FX,KRW=X,US,원달러 환율
2024-10-03,1324.030029296875,1337.6300048828125,1322.3199462890625,1324.030029296875,0,FX,KRW=X,US,원달러 환율
2024-10-04,1334.4100341796875,1350.4100341796875,1320.1600341796875,1334.4100341796875,0,FX,KRW=X,US,원달러 환율
2024-10-07,1345.8800048828125,1349.6300048828125,1342.68994140625,1345.8800048828125,0,FX,KRW=X,US,원달러 환율
2024-10-08,1342.3699951171875,1351.0999755859375,1341.449951171875,1342.3699951171875,0,FX,KRW=X,US,원달러 환율
2024-10-09,1341.31005859375,1347.280029296875,1337.280029296875,1341.31005859375,0,FX,KRW=X,US,원달러 환율
2024-10-10,1343.02001953125,1353.6300048828125,1341.9100341796875,1343.02001953125,0,FX,KRW=X,US,원달러 환율
2024-10-11,1349.739990234375,1351.77001953125,1344.8499755859375,1349.739990234375,0,FX,KRW=X,US,원달러 환율
2024-10-14,1348.3299560546875,1360.4000244140625,1348.3299560546875,1348.3299560546875,0,FX,KRW=X,US,원달러 환율
2024-10-15,1357.27001953125,1365.1700439453125,1356.5400390625,1357.27001953125,0,FX,KRW=X,US,원달러 환율
2024-10-16,1363.1800537109375,1366.8900146484375,1359.0699462890625,1363.1800537109375,0,FX,KRW=X,US,원달러 환율
2024-10-17,1364.199951171875,1372.989990234375,1363.4300537109375,1364.199951171875,0,FX,KRW=X,US,원달러 환율
2024-10-18,1370.050048828125,1372.8900146484375,1367.4000244140625,1370.050048828125,0,FX,KRW=X,US,원달러 환율
2024-10-21,1369.010009765625,1381.1600341796875,1366.0699462890625,1369.010009765625,0,FX,KRW=X,US,원달러 환율
2024-10-22,1376.5,1382.6800537109375,1376.449951171875,1376.5,0,FX,KRW=X,US,원달러 환율
2024-10-23,1376.6300048828125,1385.56005859375,1376.68994140625,1376.6300048828125,0,FX,KRW=X,US,원달러 환율
2024-10-24,1377.3399658203125,1382.1099853515625,1377.0,1377.3399658203125,0,FX,KRW=X,US,원달러 환율
2024-10-25,1376.3199462890625,1390.489990234375,1376.3599853515625,1376.3199462890625,0,FX,KRW=X,US,원달러 환율
2024-10-28,1387.6600341796875,1388.7099609375,1382.1400146484375,1387.6600341796875,0,FX,KRW=X,US,원달러 환율
2024-10-29,1381.969970703125,1389.3499755859375,1376.56005859375,1381.969970703125,0,FX,KRW=X,US,원달러 환율
2024-10-30,1383.1800537109375,1384.4200439453125,1373.4000244140625,1383.1800537109375,0,FX,KRW=X,US,원달러 환율
2024-10-31,1378.5699462890625,1381.3900146484375,1371.969970703125,1378.5699462890625,0,FX,KRW=X,US,원달러 환율
2024-11-01,1372.9300537109375,1380.22998046875,1372.52001953125,1372.9300537109375,0,FX,KRW=X,US,원달러 환율
2024-11-04,1379.3399658203125,1376.02001953125,1367.780029296875,1379.3399658203125,0,FX,KRW=X,US,원달러 환율
2024-11-05,1372.8599853515625,1380.5699462890625,1372.6400146484375,1372.8599853515625,0,FX,KRW=X,US,원달러 환율
2024-11-06,1378.0,1403.969970703125,1345.760009765625,1378.0,0,FX,KRW=X,US,원달러 환율
2024-11-07,1399.800048828125,1404.030029296875,1381.02001953125,1399.800048828125,0,FX,KRW=X,US,원달러 환율
2024-11-08,1372.0799560546875,1397.3699951171875,1372.0799560546875,1372.0799560546875,0,FX,KRW=X,US,원달러 환율
2024-11-11,1397.199951171875,1402.0,1391.9300537109375,1397.199951171875,0,FX,KRW=X,US,원달러 환율
2024-11-12,1400.550048828125,1409.550048828125,1398.56005859375,1400.550048828125,0,FX,KRW=X,US,원달러 환율
2024-11-13,1406.6500244140625,1410.5400390625,1391.4100341796875,1406.6500244140625,0,FX,KRW=X,US,원달러 환율
2024-11-14,1399.0,1411.27001953125,1386.1600341796875,1399.0,0,FX,KRW=X,US,원달러 환율
2024-11-15,1400.8299560546875,1408.3800048828125,1389.239990234375,1400.8299560546875,0,FX,KRW=X,US,원달러 환율
2024-11-18,1394.3499755859375,1400.3299560546875,1389.260009765625,1394.3499755859375,0,FX,KRW=X,US,원달러 환율
2024-11-19,1389.5,1397.1500244140625,1388.25,1389.5,0,FX,KRW=X,US,원달러 환율
2024-11-20,1392.1600341796875,1400.9100341796875,1388.0,1392.1600341796875,0,FX,KRW=X,US,원달러 환율
2024-11-21,1397.6199951171875,1402.1300048828125,1393.8299560546875,1397.6199951171875,0,FX,KRW=X,US,원달러 환율
2024-11-22,1399.5999755859375,1408.18994140625,1398.300048828125,1399.5999755859375,0,FX,KRW=X,US,원달러 환율
2024-11-25,1403.510009765625,1404.3299560546875,1395.0899658203125,1403.510009765625,0,FX,KRW=X,US,원달러 환율
2024-11-26,1395.56005859375,1407.5699462890625,1393.47998046875,1395.56005859375,0,FX,KRW=X,US,원달러 환율
2024-11-27,1395.27001953125,1398.449951171875,1389.3699951171875,1395.27001953125,0,FX,KRW=X,US,원달러 환율
2024-11-28,1388.469970703125,1397.5699462890625,1388.469970703125,1388.469970703125,0,FX,KRW=X,US,원달러 환율
2024-11-29,1393.300048828125,1398.5,1389.6500244140625,1393.300048828125,0,FX,KRW=X,US,원달러 환율
2024-12-02,1399.8599853515625,1407.050048828125,1397.949951171875,1399.8599853515625,0,FX,KRW=X,US,원달러 환율
2024-12-03,1401.06005859375,1442.2099609375,1375.0400390625,1401.06005859375,0,FX,KRW=X,US,원달러 환율
2024-12-04,1411.6700439453125,1418.280029296875,1403.510009765625,1411.6700439453125,0,FX,KRW=X,US,원달러 환율
2024-12-05,1410.800048828125,1419.0699462890625,1410.9300537109375,1410.800048828125,0,FX,KRW=X,US,원달러 환율
2024-12-06,1399.989990234375,1427.969970703125,1411.3599853515625,1399.989990234375,0,FX,KRW=X,US,원달러 환율
2024-12-09,1424.219970703125,1438.239990234375,1424.260009765625,1424.219970703125,0,FX,KRW=X,US,원달러 환율
2024-12-10,1426.5999755859375,1433.1700439453125,1425.2900390625,1426.5999755859375,0,FX,KRW=X,US,원달러 환율
2024-12-11,1433.949951171875,1435.949951171875,1418.6199951171875,1433.949951171875,0,FX,KRW=X,US,원달러 환율
2024-12-12,1429.1500244140625,1434.5899658203125,1427.81005859375,1429.1500244140625,0,FX,KRW=X,US,원달러 환율
2024-12-13,1427.8599853515625,1436.0,1428.760009765625,1427.8599853515625,0,FX,KRW=X,US,원달러 환율
2024-12-16,1434.449951171875,1438.8599853515625,1432.969970703125,1434.449951171875,0,FX,KRW=X,US,원달러 환율
2024-12-17,1431.3499755859375,1439.5,1433.969970703125,1431.3499755859375,0,FX,KRW=X,US,원달러 환율
2024-12-18,1436.4200439453125,1438.6400146484375,1433.7900390625,1436.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-12-19,1451.5,1453.06005859375,1436.219970703125,1451.5,0,FX,KRW=X,US,원달러 환율
2024-12-20,1437.449951171875,1452.0,1440.1099853515625,1437.449951171875,0,FX,KRW=X,US,원달러 환율
2024-12-23,1445.4200439453125,1453.52001953125,1445.4300537109375,1445.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-12-24,1442.699951171875,1459.9200439453125,1449.3299560546875,1442.699951171875,0,FX,KRW=X,US,원달러 환율
2024-12-25,1453.4200439453125,1458.0799560546875,1448.449951171875,1453.4200439453125,0,FX,KRW=X,US,원달러 환율
2024-12-26,1457.6099853515625,1470.2900390625,1454.77001953125,1457.6099853515625,0,FX,KRW=X,US,원달러 환율
2024-12-27,1466.989990234375,1487.0400390625,1462.800048828125,1466.989990234375,0,FX,KRW=X,US,원달러 환율
2024-12-30,1472.800048828125,1475.25,1466.3599853515625,1472.800048828125,0,FX,KRW=X,US,원달러 환율
2024-12-31,1467.3900146484375,1478.06005859375,1464.8900146484375,1467.3900146484375,0,FX,KRW=X,US,원달러 환율
2025-01-02,1473.3800048828125,1476.0799560546875,1462.739990234375,1473.52001953125,0,FX,KRW=X,US,원달러 환율
2025-01-03,1471.6500244140625,1472.4200439453125,1464.1400146484375,1471.6500244140625,0,FX,KRW=X,US,원달러 환율
2025-01-06,1465.530029296875,1471.010009765625,1453.1300048828125,1465.530029296875,0,FX,KRW=X,US,원달러 환율
2025-01-07,1459.449951171875,1464.989990234375,1443.9100341796875,1459.449951171875,0,FX,KRW=X,US,원달러 환율
2025-01-08,1451.8800048828125,1464.030029296875,1448.760009765625,1451.8800048828125,0,FX,KRW=X,US,원달러 환율
2025-01-09,1457.969970703125,1465.4599609375,1454.0400390625,1457.969970703125,0,FX,KRW=X,US,원달러 환율
2025-01-10,1455.22998046875,1474.800048828125,1441.050048828125,1455.22998046875,0,FX,KRW=X,US,원달러 환율
2025-01-13,1472.25,1473.1300048828125,1464.7900390625,1472.25,0,FX,KRW=X,US,원달러 환율
2025-01-14,1458.8900146484375,1466.3499755859375,1453.1400146484375,1458.8900146484375,0,FX,KRW=X,US,원달러 환율
2025-01-15,1460.43994140625,1462.6700439453125,1437.4100341796875,1460.43994140625,0,FX,KRW=X,US,원달러 환율
2025-01-16,1437.219970703125,1459.5,1449.1099853515625,1437.219970703125,0,FX,KRW=X,US,원달러 환율
2025-01-17,1453.3199462890625,1460.22998046875,1451.22998046875,1453.3199462890625,0,FX,KRW=X,US,원달러 환율
2025-01-20,1457.3800048828125,1457.3900146484375,1433.1300048828125,1457.3800048828125,0,FX,KRW=X,US,원달러 환율
2025-01-21,1435.530029296875,1443.6300048828125,1361.25,1435.530029296875,0,FX,KRW=X,US,원달러 환율
2025-01-22,1425.7900390625,1438.75,1429.6700439453125,1425.7900390625,0,FX,KRW=X,US,원달러 환율
2025-01-23,1434.3399658203125,1440.8699951171875,1431.239990234375,1434.3399658203125,0,FX,KRW=X,US,원달러 환율
2025-01-24,1433.9300537109375,1437.27001953125,1425.8499755859375,1433.9300537109375,0,FX,KRW=X,US,원달러 환율
